ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5743971,F,N,Y,0,117090.48498015729,Higher education,Single / not married,House / apartment,-18615,-5475,0,1,0,Secretaries,2
5768294,M,Y,N,0,130669.53503852937,Higher education,Widow,House / apartment,-12775,-6570,1,1,0,Low-skill Laborers,2
5394960,F,Y,Y,2,134381.2150611007,Higher education,Divorced,House / apartment,-19710,-6935,0,0,0,Secretaries,3
5573357,F,N,Y,1,183569.20775379406,Secondary / secondary special,Single / not married,House / apartment,-14235,-10220,0,1,0,High skill tech staff,3
5928829,F,Y,N,0,95631.89982001368,Higher education,Widow,House / apartment,-14600,-6205,0,0,0,High skill tech staff,2
5852651,F,Y,Y,1,65474.638713455315,Incomplete higher,Divorced,House / apartment,-12410,0,1,0,0,Private service staff,3
5736362,F,N,Y,0,117024.00084089993,Higher education,Divorced,House / apartment,-14235,-10585,0,1,0,IT staff,2
5723092,M,N,Y,0,376505.5362369471,Higher education,Single / not married,House / apartment,-19710,-4380,0,0,0,Waiters/Barmen staff,1
5496375,F,N,N,0,135407.59887056908,Higher education,Widow,House / apartment,-21535,-8030,0,0,0,Drivers,2
5189080,M,N,Y,0,419747.55962812237,Secondary / secondary special,Civil marriage,Municipal apartment,-19345,365243,1,0,0,IT staff,1
5829338,F,N,N,1,314902.29577603977,Secondary / secondary special,Widow,Rented apartment,-19345,-365,0,0,1,Security staff,3
5414038,F,Y,N,1,274434.70741921803,Incomplete higher,Widow,House / apartment,-19710,-2555,0,1,0,Private service staff,2
5773849,F,N,N,1,155349.7457691242,Secondary / secondary special,Single / not married,With parents,-22995,-9855,0,1,0,Realty agents,2
5199527,M,Y,Y,0,156136.13148030196,Secondary / secondary special,Single / not married,House / apartment,-11315,-8760,0,0,0,,1
5532186,M,Y,Y,1,271877.1880912821,Secondary / secondary special,Married,House / apartment,-13140,-4745,0,0,0,Accountants,3
5920813,M,Y,Y,0,181661.27124939876,Secondary / secondary special,Civil marriage,House / apartment,-16425,-1460,0,0,0,Managers,1
5935025,F,N,Y,0,101539.77614023109,Secondary / secondary special,Widow,With parents,-17520,365243,0,0,0,Medicine staff,2
5514449,M,N,N,0,120526.98717425588,Higher education,Single / not married,House / apartment,-21535,-10585,0,0,0,Cooking staff,2
5941565,M,Y,N,1,132478.36871262238,Higher education,Civil marriage,House / apartment,-14600,-8760,0,0,0,Cooking staff,2
5158992,F,N,N,0,82035.17184902336,Secondary / secondary special,Widow,House / apartment,-7665,-1825,0,0,0,,2
5995278,F,Y,N,1,339029.5713346264,Secondary / secondary special,Single / not married,House / apartment,-9125,-730,1,0,0,Core staff,3
5607356,M,Y,N,0,75489.00795103906,Secondary / secondary special,Single / not married,House / apartment,-21900,-1460,0,0,0,Sales staff,2
5567223,F,Y,N,0,316864.4338711923,Academic degree,Single / not married,House / apartment,-18980,-2555,0,0,0,Cleaning staff,1
5924644,F,Y,Y,1,114342.09203350708,Secondary / secondary special,Divorced,House / apartment,-15330,-9125,0,0,0,Cooking staff,3
5120646,M,Y,Y,2,58520.98498984886,Secondary / secondary special,Widow,House / apartment,-8030,-3650,0,0,0,Core staff,4
5098150,M,Y,Y,0,333227.24668633105,Higher education,Civil marriage,Municipal apartment,-22265,0,1,0,0,Low-skill Laborers,2
5740315,M,N,Y,0,142061.5273565967,Higher education,Divorced,House / apartment,-17520,-8030,0,0,0,Accountants,2
5795486,M,Y,N,0,249163.9191553377,Secondary / secondary special,Single / not married,House / apartment,-21900,-10585,0,0,0,Secretaries,2
5638308,M,N,N,0,112747.47681546712,Secondary / secondary special,Widow,House / apartment,-22630,-365,0,0,0,Core staff,2
5859618,F,Y,N,0,283870.85786056425,Lower secondary,Single / not married,House / apartment,-10585,-5840,1,0,0,Private service staff,2
5030320,M,Y,N,1,246006.1869541082,Secondary / secondary special,Married,House / apartment,-22630,-10585,0,1,0,Secretaries,2
5622549,F,Y,N,0,166049.65950767475,Secondary / secondary special,Civil marriage,House / apartment,-12410,-6570,0,0,0,High skill tech staff,2
5027963,M,N,N,0,325937.2908452334,Secondary / secondary special,Civil marriage,House / apartment,-10220,-9855,0,1,0,HR staff,2
5896187,M,Y,N,0,158489.5765281033,Secondary / secondary special,Single / not married,House / apartment,-14600,-2190,1,0,0,Cleaning staff,2
5528532,M,Y,N,0,316065.44013592444,Secondary / secondary special,Married,House / apartment,-16060,-10220,0,0,0,Low-skill Laborers,2
5091197,F,Y,Y,2,108999.2703002448,Incomplete higher,Single / not married,House / apartment,-9125,-3650,0,0,0,High skill tech staff,4
5644427,F,N,Y,0,248722.71829779487,Secondary / secondary special,Single / not married,House / apartment,-22265,-5110,0,0,1,Security staff,2
5361512,F,N,Y,1,65794.33872409075,Secondary / secondary special,Single / not married,House / apartment,-9855,365243,0,0,0,Private service staff,3
5705985,M,Y,Y,0,87042.85872424177,Secondary / secondary special,Single / not married,House / apartment,-21535,-8395,0,0,0,Medicine staff,2
5735052,F,Y,Y,1,82904.64695240432,Secondary / secondary special,Single / not married,House / apartment,-14965,-2190,0,1,0,IT staff,3
5015920,M,N,Y,1,157244.82946588864,Secondary / secondary special,Married,House / apartment,-22265,-4380,1,0,0,Low-skill Laborers,3
5871823,M,Y,N,0,289802.6536367723,Secondary / secondary special,Married,House / apartment,-17155,-9490,0,1,0,IT staff,2
5346148,F,Y,Y,0,126756.6326878544,Secondary / secondary special,Married,House / apartment,-15695,365243,0,0,0,Sales staff,2
5597098,M,Y,Y,0,297913.156961548,Secondary / secondary special,Civil marriage,House / apartment,-12410,-7300,0,1,0,Private service staff,2
5306873,F,N,N,0,67275.35208825853,Higher education,Single / not married,House / apartment,-21535,-2190,1,1,1,Core staff,2
5909952,F,N,N,0,242335.87501239654,Higher education,Civil marriage,House / apartment,-7665,-5475,1,0,1,Waiters/Barmen staff,2
5950086,F,N,Y,0,147481.0782746038,Higher education,Civil marriage,House / apartment,-19345,-730,0,0,0,Accountants,2
5759040,F,N,Y,0,207134.53982155875,Secondary / secondary special,Civil marriage,House / apartment,-18615,365243,0,0,0,Cooking staff,2
5462525,M,Y,Y,1,143956.7295184454,Secondary / secondary special,Widow,House / apartment,-12775,-6570,0,0,0,Sales staff,2
5662244,F,Y,Y,1,132786.98715917155,Higher education,Divorced,House / apartment,-18250,-5475,0,0,0,Secretaries,3
5696212,F,N,N,0,79880.52125035686,Higher education,Divorced,House / apartment,-12045,365243,0,0,0,Laborers,2
5141887,F,Y,N,0,69594.646216592,Higher education,Divorced,House / apartment,-15330,-9490,0,1,1,Core staff,2
5604824,F,Y,Y,0,136178.3644184042,Incomplete higher,Divorced,House / apartment,-16060,365243,0,0,0,,2
5584242,F,N,Y,0,114530.46606191876,Higher education,Widow,House / apartment,-14600,-7300,0,0,0,Cleaning staff,2
5143248,M,N,Y,0,550826.8469388436,Higher education,Divorced,Municipal apartment,-16790,-7300,0,0,0,Medicine staff,2
5455701,F,N,Y,0,196486.0180099174,Secondary / secondary special,Widow,House / apartment,-13140,-5840,0,0,0,Private service staff,2
5122338,F,Y,N,1,363296.2243400538,Higher education,Divorced,House / apartment,-22995,-6205,1,0,0,,3
5716008,M,Y,N,0,94061.11805508708,Secondary / secondary special,Single / not married,House / apartment,-8760,-6570,0,1,0,Accountants,2
5653636,M,Y,N,0,85510.10048717745,Secondary / secondary special,Divorced,House / apartment,-11315,-5475,0,0,0,Private service staff,2
5358747,M,Y,N,0,138603.4774560359,Higher education,Married,With parents,-17520,-3285,1,0,0,Drivers,1
5974038,M,Y,N,0,139235.4167122357,Secondary / secondary special,Divorced,House / apartment,-8760,-3285,0,0,0,Laborers,2
5321779,M,Y,N,0,240047.83081218344,Higher education,Married,Co-op apartment,-9125,-2190,1,1,0,Core staff,1
5540478,F,Y,N,1,246635.76718433495,Secondary / secondary special,Widow,Rented apartment,-8030,-8760,0,0,0,Low-skill Laborers,3
5751996,F,Y,Y,0,165602.65015277808,Higher education,Single / not married,House / apartment,-22630,-6570,0,0,0,Cooking staff,2
5183568,M,N,N,0,145684.7968187589,Higher education,Single / not married,House / apartment,-18615,-8760,0,0,1,Core staff,2
5749753,M,Y,N,1,328516.2015992994,Secondary / secondary special,Civil marriage,House / apartment,-18615,-365,0,1,0,Private service staff,3
5568228,F,Y,Y,0,222147.9036288465,Higher education,Single / not married,House / apartment,-12410,-1095,0,0,0,Cooking staff,1
5119619,F,Y,N,2,191104.99441808066,Higher education,Married,House / apartment,-10950,-4380,0,0,0,Medicine staff,3
5861634,F,N,Y,0,121053.28262250776,Secondary / secondary special,Married,House / apartment,-12410,-9490,0,0,0,Realty agents,2
5780381,F,N,N,0,95014.81073569765,Incomplete higher,Married,House / apartment,-20440,-2920,1,1,0,Waiters/Barmen staff,2
5252026,M,Y,N,0,162136.3294605645,Lower secondary,Single / not married,House / apartment,-12410,-5840,0,0,0,Low-skill Laborers,1
5394957,F,N,Y,2,104195.68513623839,Higher education,Single / not married,House / apartment,-20440,-1095,0,0,0,Medicine staff,3
5542972,M,N,N,0,90587.99131669478,Secondary / secondary special,Married,Municipal apartment,-21900,-2920,0,0,0,Secretaries,2
5648861,M,N,Y,0,271018.0469371506,Secondary / secondary special,Widow,House / apartment,-8395,-8760,0,1,0,Cleaning staff,2
5298012,M,Y,N,0,150781.8112894365,Secondary / secondary special,Married,House / apartment,-12045,-8760,0,0,0,,1
5285675,F,Y,Y,0,148632.84232698687,Secondary / secondary special,Single / not married,House / apartment,-8395,-3285,0,1,0,Security staff,1
5961338,F,N,N,0,110718.79562812444,Secondary / secondary special,Civil marriage,Municipal apartment,-16060,365243,0,0,0,,1
5432371,F,Y,Y,0,122151.0924263455,Secondary / secondary special,Widow,House / apartment,-9125,-9855,0,1,0,,2
5307798,M,N,N,0,101418.50318353264,Secondary / secondary special,Divorced,House / apartment,-14235,-7665,0,0,0,IT staff,2
5373280,M,N,Y,0,243117.35287872262,Secondary / secondary special,Widow,House / apartment,-16425,365243,0,0,0,Private service staff,1
5648368,F,N,N,0,82265.36140115507,Higher education,Widow,House / apartment,-19345,-4380,0,0,0,HR staff,2
5049623,M,Y,N,0,230891.28172030204,Secondary / secondary special,Single / not married,House / apartment,-11680,-9490,0,0,0,Sales staff,1
5330566,F,N,N,0,154974.35575131964,Secondary / secondary special,Divorced,House / apartment,-22995,-5110,1,1,0,Sales staff,2
5580403,M,Y,Y,0,137485.28295128475,Incomplete higher,Married,With parents,-18615,365243,0,1,1,Laborers,2
5148484,M,Y,Y,0,165839.34817434123,Secondary / secondary special,Widow,House / apartment,-9125,-7665,0,0,0,Laborers,1
5696239,F,N,N,2,282105.738778519,Secondary / secondary special,Single / not married,Rented apartment,-9125,-730,0,0,0,Accountants,4
5489113,M,Y,Y,1,81832.70110688578,Higher education,Married,Municipal apartment,-20440,-2920,0,0,0,Low-skill Laborers,3
5964938,M,N,Y,2,112664.96137028246,Secondary / secondary special,Widow,House / apartment,-11315,-9855,0,0,0,IT staff,3
5352951,F,Y,N,0,204012.16689550917,Secondary / secondary special,Married,House / apartment,-14965,0,0,0,0,Accountants,2
5214217,F,N,N,0,219301.92691425508,Secondary / secondary special,Divorced,House / apartment,-9490,-1095,0,0,0,Managers,1
5043274,F,Y,Y,0,185952.2630572564,Secondary / secondary special,Civil marriage,Municipal apartment,-12775,-1825,0,0,0,Low-skill Laborers,2
5762639,M,N,Y,2,129606.17011711965,Secondary / secondary special,Widow,House / apartment,-8030,-3285,0,0,0,Cooking staff,4
5480989,M,Y,N,0,144688.82149674356,Higher education,Civil marriage,House / apartment,-16790,-9855,0,0,1,Managers,2
5125145,F,N,Y,0,81895.51887298502,Secondary / secondary special,Single / not married,House / apartment,-17155,-3285,0,0,0,HR staff,2
5655616,F,N,N,0,163864.34676061868,Secondary / secondary special,Civil marriage,With parents,-21900,365243,1,0,0,Core staff,2
5522840,M,Y,N,1,176077.80544728792,Secondary / secondary special,Widow,House / apartment,-13505,-5475,0,0,0,,3
5696590,M,N,Y,0,145166.94272035346,Secondary / secondary special,Single / not married,House / apartment,-8030,-4745,0,0,0,Core staff,2
5113387,F,Y,N,0,243621.7901098603,Secondary / secondary special,Married,House / apartment,-13870,-7300,0,1,0,Low-skill Laborers,2
5590299,F,Y,N,0,119365.68129096972,Secondary / secondary special,Divorced,House / apartment,-23360,365243,1,0,0,Accountants,2
5696607,M,N,Y,0,179939.7206159233,Secondary / secondary special,Widow,House / apartment,-19710,-9125,0,0,0,IT staff,2
5592287,F,Y,Y,0,74521.55849156706,Lower secondary,Divorced,Rented apartment,-16425,-3650,0,0,0,Core staff,2
5340741,F,N,N,0,384966.55485387816,Incomplete higher,Single / not married,House / apartment,-22265,-2555,0,1,0,Cleaning staff,2
5184780,M,Y,N,0,175620.43739564295,Higher education,Married,House / apartment,-8395,-5110,0,1,0,Realty agents,2
5723570,M,Y,Y,0,161199.92260165283,Secondary / secondary special,Civil marriage,House / apartment,-16425,-2190,0,0,0,Core staff,2
5698252,M,N,Y,0,175819.9671169774,Incomplete higher,Divorced,With parents,-15695,-4745,0,0,1,Accountants,1
5948560,M,Y,Y,0,121491.6748770635,Higher education,Divorced,House / apartment,-15695,-1460,0,0,0,Cooking staff,2
5487424,M,N,N,0,125032.09241434332,Secondary / secondary special,Widow,House / apartment,-8760,-4380,0,0,0,Realty agents,1
5326075,M,N,Y,0,182009.89955765233,Secondary / secondary special,Widow,House / apartment,-18250,-8760,0,0,0,Realty agents,2
5778659,M,Y,Y,0,124715.59256625577,Secondary / secondary special,Married,House / apartment,-21535,0,0,0,0,Waiters/Barmen staff,1
5661039,M,N,Y,0,157890.34788090907,Secondary / secondary special,Divorced,House / apartment,-17885,-9125,0,0,0,Security staff,2
5684660,M,Y,N,0,151389.5362630991,Incomplete higher,Civil marriage,House / apartment,-12410,-8760,1,1,0,Drivers,1
5013373,F,N,N,0,103495.13076926781,Higher education,Married,House / apartment,-8760,-2190,0,0,0,Laborers,1
5995315,M,N,Y,1,59902.32677118432,Higher education,Single / not married,House / apartment,-22995,-6570,0,0,0,Waiters/Barmen staff,3
5259361,F,Y,Y,1,197581.7033422755,Incomplete higher,Single / not married,House / apartment,-9855,365243,0,0,0,High skill tech staff,3
5737970,M,N,N,1,51801.970333744226,Higher education,Civil marriage,House / apartment,-14235,-365,0,0,0,IT staff,2
5708091,F,Y,N,1,203678.94622205262,Secondary / secondary special,Married,House / apartment,-18980,-8395,0,0,0,Managers,3
5490877,M,N,N,0,139089.59405137593,Secondary / secondary special,Married,House / apartment,-22630,365243,1,1,0,Sales staff,2
5466439,F,N,Y,1,223377.27013208836,Higher education,Single / not married,House / apartment,-19345,-3650,0,0,0,Security staff,3
5944951,M,Y,Y,0,113261.53307281865,Secondary / secondary special,Divorced,House / apartment,-14235,-2190,0,0,0,Low-skill Laborers,2
5719756,M,Y,Y,3,185878.8743715558,Secondary / secondary special,Married,House / apartment,-8760,-1095,0,0,0,Cleaning staff,5
5134216,M,Y,N,0,358747.6173928068,Secondary / secondary special,Divorced,House / apartment,-13870,365243,0,1,0,,2
5145154,F,N,Y,0,70827.57028754996,Higher education,Widow,House / apartment,-12410,-3285,0,0,0,Medicine staff,2
5527356,F,N,Y,0,83879.44396952343,Higher education,Single / not married,House / apartment,-11315,-4015,0,0,1,Cleaning staff,1
5652555,M,Y,Y,1,71579.09585044628,Higher education,Married,House / apartment,-7665,-1460,1,0,0,Private service staff,3
5792577,M,N,Y,1,244606.4291764211,Secondary / secondary special,Divorced,Co-op apartment,-17885,-3285,0,0,0,HR staff,3
5965854,F,Y,Y,0,126985.49987487594,Secondary / secondary special,Married,House / apartment,-8395,365243,0,0,0,High skill tech staff,1
5304682,M,N,N,1,143180.85545355125,Secondary / secondary special,Civil marriage,Municipal apartment,-21170,-9855,0,1,0,Core staff,2
5902072,F,Y,Y,0,125767.51748292295,Secondary / secondary special,Civil marriage,With parents,-21535,-7300,0,1,0,Private service staff,2
5602844,F,Y,N,1,121542.14108557011,Higher education,Single / not married,House / apartment,-16060,-9490,0,0,0,Cleaning staff,3
5813896,M,Y,N,2,256969.18680780835,Higher education,Divorced,House / apartment,-16425,-4015,1,0,0,Medicine staff,4
5728235,F,Y,N,0,55641.36214473674,Higher education,Divorced,House / apartment,-18615,-9490,0,0,0,IT staff,2
5630161,M,N,N,0,240919.55853321534,Secondary / secondary special,Single / not married,Co-op apartment,-22630,-6570,0,0,1,,2
5789555,F,Y,Y,0,123756.99810657138,Secondary / secondary special,Divorced,House / apartment,-16425,-2555,0,0,0,High skill tech staff,2
5762141,M,Y,Y,0,175746.77906638486,Secondary / secondary special,Divorced,Municipal apartment,-11680,365243,0,1,0,Secretaries,2
5602327,F,Y,N,0,163496.65587008366,Secondary / secondary special,Widow,House / apartment,-18250,-2190,0,0,0,Low-skill Laborers,2
5858787,F,N,N,1,194543.28861412348,Incomplete higher,Civil marriage,House / apartment,-12775,-9855,0,0,0,Secretaries,2
5385483,M,N,Y,0,306308.1506516867,Higher education,Widow,House / apartment,-16425,-5840,0,0,1,Secretaries,1
5474811,F,Y,Y,0,323250.9105221323,Higher education,Civil marriage,Municipal apartment,-11315,-6935,0,0,0,Cooking staff,2
5550033,F,Y,Y,0,96609.94254794589,Incomplete higher,Married,House / apartment,-11315,0,1,0,0,HR staff,2
5573558,F,Y,N,3,173921.3786482877,Secondary / secondary special,Divorced,House / apartment,-14965,-6570,1,0,1,Low-skill Laborers,4
5329038,M,N,N,0,103785.41344664528,Secondary / secondary special,Widow,House / apartment,-19345,-8760,0,0,0,Accountants,2
5642788,F,N,Y,0,79675.49635892043,Secondary / secondary special,Widow,House / apartment,-9490,-1460,0,1,0,Private service staff,2
5576649,F,Y,N,0,65553.02134938048,Secondary / secondary special,Single / not married,House / apartment,-15695,-3650,0,0,0,Cooking staff,2
5578365,M,N,N,0,173324.4566812407,Secondary / secondary special,Civil marriage,House / apartment,-14600,-1095,0,1,0,Laborers,2
5857348,F,N,Y,0,205440.73483502044,Secondary / secondary special,Divorced,House / apartment,-14235,-4380,0,1,0,High skill tech staff,2
5284921,F,Y,N,1,149099.64973240337,Secondary / secondary special,Widow,House / apartment,-21900,-3650,0,0,0,Managers,3
5013996,M,Y,Y,0,30158.815817800656,Incomplete higher,Divorced,House / apartment,-18980,-5840,1,0,0,Waiters/Barmen staff,2
5501169,F,N,N,0,119076.60482157921,Incomplete higher,Civil marriage,Rented apartment,-17155,-10220,0,0,0,Accountants,2
5018042,M,Y,N,0,68297.81978255168,Higher education,Widow,House / apartment,-8030,-8030,0,1,0,Accountants,2
5292258,M,Y,Y,1,277603.2377737433,Higher education,Widow,With parents,-22630,-1825,0,0,1,Realty agents,3
5003918,M,N,N,2,172725.0563095087,Secondary / secondary special,Single / not married,Rented apartment,-13140,-6935,1,0,0,Managers,4
5014062,M,Y,Y,0,153682.5860969835,Secondary / secondary special,Married,House / apartment,-22995,-7300,0,1,0,Cooking staff,2
5817044,F,Y,N,0,218695.45536595344,Higher education,Civil marriage,House / apartment,-12775,-9125,0,1,0,Managers,1
5809181,F,N,N,0,94294.96171561438,Higher education,Married,House / apartment,-13140,-6205,0,0,0,Cleaning staff,2
5403044,M,N,Y,1,221601.44656179642,Higher education,Widow,House / apartment,-11680,365243,0,1,0,Secretaries,3
5627980,M,N,Y,0,283418.26729711716,Secondary / secondary special,Divorced,House / apartment,-21535,-1460,0,0,0,Secretaries,1
5384262,M,Y,N,0,133188.7697368099,Secondary / secondary special,Married,House / apartment,-17885,-4745,0,1,0,IT staff,1
5249054,M,N,N,0,133461.95110722593,Secondary / secondary special,Divorced,House / apartment,-10220,-3285,0,0,0,IT staff,2
5067298,M,Y,Y,1,173295.14564746097,Incomplete higher,Divorced,House / apartment,-9490,-9855,1,0,0,Medicine staff,3
5339778,F,Y,Y,1,187439.4692170333,Secondary / secondary special,Married,House / apartment,-12775,-1095,0,0,1,Sales staff,3
5853198,M,Y,N,0,282196.9456878021,Higher education,Widow,Rented apartment,-14965,-7300,1,0,0,Realty agents,2
5171973,F,Y,Y,1,83917.8800383077,Secondary / secondary special,Civil marriage,House / apartment,-7665,-9125,0,1,0,Core staff,3
5330756,M,Y,N,1,152322.25219652863,Higher education,Divorced,House / apartment,-18615,-2920,0,1,0,Low-skill Laborers,3
5313679,M,N,Y,0,70754.72047216963,Secondary / secondary special,Civil marriage,House / apartment,-10220,-6205,0,0,0,Drivers,2
5081095,F,Y,Y,1,346352.4587490011,Secondary / secondary special,Single / not married,House / apartment,-17520,-9125,0,0,0,,2
5082748,M,Y,Y,0,118485.30369160052,Lower secondary,Single / not married,House / apartment,-21900,-8030,0,1,0,IT staff,1
5139686,M,N,N,0,222547.52096859584,Secondary / secondary special,Married,With parents,-18615,-1460,0,1,0,Drivers,1
5489619,F,Y,N,1,241303.57950623438,Secondary / secondary special,Widow,House / apartment,-16790,0,0,0,0,Laborers,3
5506531,M,N,N,0,102417.18103208611,Secondary / secondary special,Married,House / apartment,-12045,-2920,0,0,0,Accountants,2
5358723,M,N,Y,0,191127.10095481476,Secondary / secondary special,Divorced,Rented apartment,-12045,-10585,0,1,0,Low-skill Laborers,2
5779454,F,Y,N,0,138210.5710546186,Secondary / secondary special,Divorced,House / apartment,-11680,-8395,0,0,0,Accountants,2
5633777,M,N,N,0,182331.58251471928,Secondary / secondary special,Civil marriage,House / apartment,-18615,-4380,0,1,0,Security staff,2
5183513,M,Y,Y,0,79346.91798604483,Higher education,Single / not married,House / apartment,-20805,365243,0,0,0,Accountants,2
5033224,M,Y,Y,1,177935.4649262595,Secondary / secondary special,Widow,House / apartment,-16425,-4015,1,0,0,Medicine staff,3
5567095,M,N,Y,0,187521.78553551208,Secondary / secondary special,Civil marriage,House / apartment,-17885,365243,0,0,0,IT staff,1
5819653,M,N,N,0,364410.7704085032,Secondary / secondary special,Civil marriage,House / apartment,-17885,365243,1,0,0,Security staff,1
5653119,M,N,Y,0,690269.0369661744,Higher education,Civil marriage,House / apartment,-10585,-3285,1,0,0,Sales staff,2
5182395,M,N,N,0,80726.33547116403,Incomplete higher,Single / not married,House / apartment,-13505,-4745,1,0,0,Drivers,2
5052402,M,Y,N,0,180946.47942130448,Secondary / secondary special,Married,House / apartment,-22265,-4015,0,1,0,Accountants,1
5605877,M,Y,N,1,248698.01766438075,Secondary / secondary special,Civil marriage,With parents,-19345,0,0,0,1,HR staff,3
5505602,M,Y,Y,0,225206.99354381193,Higher education,Married,House / apartment,-7665,-10585,0,0,1,High skill tech staff,2
5127888,F,Y,N,1,302472.0828464725,Secondary / secondary special,Divorced,House / apartment,-13140,-2555,1,0,0,High skill tech staff,2
5084894,M,N,N,1,194337.3408480113,Secondary / secondary special,Civil marriage,House / apartment,-16425,-730,0,0,0,IT staff,3
5058835,F,N,N,0,60639.227147272395,Secondary / secondary special,Divorced,House / apartment,-16425,-9855,0,0,0,Medicine staff,2
5510616,M,N,N,2,259797.15211554497,Higher education,Single / not married,House / apartment,-10950,-6205,0,0,1,Waiters/Barmen staff,4
5217160,M,N,Y,0,219828.5974579368,Secondary / secondary special,Civil marriage,House / apartment,-13870,0,0,0,0,Sales staff,2
5751171,M,N,N,0,79430.92320954229,Incomplete higher,Single / not married,House / apartment,-22265,-6935,0,0,0,Medicine staff,2
5793421,F,N,N,0,110066.33577782454,Academic degree,Civil marriage,House / apartment,-21535,-2920,0,0,0,Core staff,1
5742364,M,N,Y,0,222338.82339405557,Lower secondary,Divorced,House / apartment,-8395,365243,1,0,1,High skill tech staff,1
5423383,M,N,Y,1,264591.2587828375,Secondary / secondary special,Married,House / apartment,-9855,-1460,0,0,0,Cleaning staff,2
5408080,M,Y,N,1,201445.86131634127,Secondary / secondary special,Civil marriage,House / apartment,-10950,-10220,1,1,0,,3
5151111,F,Y,Y,1,193796.65058601834,Higher education,Civil marriage,House / apartment,-13140,-2920,0,0,0,Managers,3
5337357,F,Y,Y,0,264280.69652939955,Incomplete higher,Married,House / apartment,-19710,-10585,0,0,0,Secretaries,1
5512476,M,N,Y,0,222192.13980219627,Secondary / secondary special,Married,Co-op apartment,-22995,-1460,0,0,0,Waiters/Barmen staff,2
5273907,F,N,Y,1,114405.9654217132,Higher education,Civil marriage,House / apartment,-18250,365243,0,1,0,Realty agents,3
5173546,F,Y,N,0,370057.81064626627,Secondary / secondary special,Civil marriage,House / apartment,-14600,-2555,0,1,0,Sales staff,2
5763198,F,N,N,1,251569.0112034674,Higher education,Widow,House / apartment,-21535,-7665,1,1,0,Medicine staff,3
5474533,F,N,Y,0,242515.75127241912,Secondary / secondary special,Single / not married,House / apartment,-10585,-9855,1,0,0,Core staff,1
5096436,F,Y,Y,1,110579.72701442095,Incomplete higher,Single / not married,House / apartment,-14965,-3285,0,0,1,Laborers,3
5456078,F,Y,N,0,62410.56267498123,Incomplete higher,Divorced,With parents,-10220,-5475,1,0,0,Security staff,2
5547703,F,N,N,0,440738.326616851,Secondary / secondary special,Widow,House / apartment,-23360,-2555,0,0,0,IT staff,2
5138801,F,Y,N,0,215717.32267224556,Higher education,Civil marriage,House / apartment,-18250,-365,0,0,0,HR staff,2
5198505,F,N,N,0,307503.0640888478,Secondary / secondary special,Widow,House / apartment,-14600,-1825,0,0,0,Accountants,2
5387672,F,N,N,0,186772.41768561635,Secondary / secondary special,Single / not married,With parents,-19710,-730,0,0,0,IT staff,2
5939605,M,N,N,0,180138.12553563458,Higher education,Divorced,House / apartment,-18980,-5110,0,0,0,Realty agents,2
5234036,M,Y,N,0,72806.60415637614,Secondary / secondary special,Single / not married,House / apartment,-12775,-10585,0,0,0,Sales staff,2
5785555,M,N,N,0,187043.69934256046,Secondary / secondary special,Divorced,House / apartment,-21535,-730,0,0,0,Sales staff,1
5254292,M,Y,Y,0,232922.50942144316,Higher education,Married,House / apartment,-19710,-365,0,0,0,Drivers,2
5780364,F,N,N,0,221326.17194642802,Secondary / secondary special,Divorced,House / apartment,-15330,-4380,0,1,0,IT staff,1
5363263,F,Y,N,0,298579.40950163425,Secondary / secondary special,Married,House / apartment,-16790,-1460,0,0,1,HR staff,2
5136059,F,N,N,0,276564.920423263,Incomplete higher,Widow,House / apartment,-13505,-10585,0,0,0,Sales staff,2
5051564,M,N,N,0,168499.73437756134,Secondary / secondary special,Widow,With parents,-14965,-8030,0,0,0,HR staff,2
5008717,M,N,N,0,72286.52354199156,Higher education,Divorced,House / apartment,-7665,-3285,0,1,0,Accountants,2
5835419,F,N,N,1,53909.32739370783,Secondary / secondary special,Single / not married,House / apartment,-22995,-5475,0,1,0,Security staff,3
5771749,F,Y,Y,0,164878.80537194118,Incomplete higher,Widow,House / apartment,-21900,-2920,0,0,0,Core staff,2
5778958,M,Y,Y,0,83085.39868676044,Secondary / secondary special,Single / not married,Rented apartment,-17155,-8030,1,1,0,Core staff,2
5864372,M,N,Y,0,43010.42179104852,Secondary / secondary special,Single / not married,House / apartment,-14965,-6570,0,1,0,High skill tech staff,2
5086459,M,Y,Y,0,351994.740158073,Secondary / secondary special,Single / not married,House / apartment,-13870,-4745,1,0,0,Cleaning staff,2
5257326,M,Y,Y,1,740116.2626875945,Higher education,Single / not married,House / apartment,-10585,-7300,0,0,0,IT staff,3
5130277,F,N,N,0,95250.75815793483,Incomplete higher,Married,House / apartment,-18980,-4745,1,1,0,Core staff,2
5947556,F,N,N,0,210055.45582588395,Higher education,Married,House / apartment,-22995,-9125,0,1,0,Security staff,2
5182431,M,Y,N,1,209845.22471190212,Secondary / secondary special,Single / not married,House / apartment,-14600,-8395,0,0,1,Sales staff,3
