ID,MONTHS_BALANCE,STATUS
5331227,-12,0
5331227,-13,0
5331227,-14,C
5331227,-15,0
5331227,-16,0
5331227,-17,0
5331227,-18,0
5331227,-19,0
5331227,-20,0
5331227,-21,0
5259149,0,0
5259149,-1,C
5259149,-2,C
5259149,-3,C
5259149,-4,C
5259149,-5,C
5259149,-6,C
5259149,-7,0
5259149,-8,C
5259149,-9,0
5938626,0,2
5938626,-1,0
5938626,-2,C
5938626,-3,0
5938626,-4,X
5938626,-5,C
5938626,-6,0
5606357,0,0
5606357,-1,C
5606357,-2,C
5606357,-3,C
5606357,-4,0
5606357,-5,C
5606357,-6,C
5606357,-7,0
5606357,-8,0
5606357,-9,0
5606357,-10,0
5990306,0,X
5990306,-1,C
5990306,-2,X
5990306,-3,0
5990306,-4,X
5990306,-5,0
5990306,-6,C
5990306,-7,X
5829829,0,C
5829829,-1,C
5829829,-2,C
5829829,-3,C
5875277,0,0
5875277,-1,1
5875277,-2,0
5875277,-3,0
5875277,-4,0
5875277,-5,0
5875277,-6,C
5875277,-7,0
5875277,-8,0
5875277,-9,C
5875277,-10,0
5875277,-11,0
5875277,-12,C
5875277,-13,0
5875277,-14,C
5875277,-15,C
5875277,-16,C
5875277,-17,C
5875277,-18,C
5875277,-19,0
5256729,0,C
5256729,-1,C
5256729,-2,C
5256729,-3,0
5256729,-4,C
5256729,-5,0
5256729,-6,C
5246895,0,0
5246895,-1,C
5246895,-2,0
5246895,-3,C
5246895,-4,C
5246895,-5,0
5246895,-6,0
5246895,-7,0
5246895,-8,C
5246895,-9,0
5246895,-10,0
5246895,-11,0
5246895,-12,0
5246895,-13,C
5246895,-14,C
5246895,-15,0
5246895,-16,C
5040810,0,C
5040810,-1,C
5040810,-2,0
5040810,-3,3
5040810,-4,0
5040810,-5,X
5040810,-6,C
5040810,-7,0
5040810,-8,C
5040810,-9,C
5314674,0,0
5314674,-1,0
5314674,-2,C
5314674,-3,0
5314674,-4,C
5314674,-5,C
5314674,-6,0
5314674,-7,C
5314674,-8,0
5314674,-9,X
5314674,-10,X
5314674,-11,0
5314674,-12,0
5020473,0,C
5020473,-1,C
5020473,-2,1
5020473,-3,0
5020473,-4,0
5020473,-5,0
5020473,-6,C
5020473,-7,0
5020473,-8,0
5020473,-9,C
5020473,-10,0
5020473,-11,0
5020473,-12,0
5525060,0,0
5525060,-1,C
5525060,-2,0
5525060,-3,C
5525060,-4,0
5525060,-5,0
5525060,-6,0
5582946,0,0
5881794,0,2
5881794,-1,0
5881794,-2,5
5881794,-3,0
5881794,-4,0
5881794,-5,0
5881794,-6,C
5881794,-7,0
5881794,-8,0
5881794,-9,C
5881794,-10,0
5881794,-11,0
5881794,-12,0
5881794,-13,X
5881794,-14,C
5881794,-15,1
5881794,-16,0
5881794,-17,C
5881794,-18,C
5881794,-19,C
5881794,-20,0
5974158,0,0
5974158,-1,C
5974158,-2,0
5974158,-3,C
5422758,0,X
5422758,-1,1
5422758,-2,X
5422758,-3,0
5422758,-4,C
5422758,-5,0
5422758,-6,C
5422758,-7,C
5422758,-8,4
5422758,-9,0
5422758,-10,0
5422758,-11,0
5422758,-12,C
5422758,-13,C
5422758,-14,4
5422758,-15,C
5422758,-16,0
5422758,-17,0
5422758,-18,C
5422758,-19,C
5422758,-20,0
5422758,-21,X
5422758,-22,C
5673532,0,C
5673532,-1,0
5673532,-2,0
5673532,-3,C
5673532,-4,C
5673532,-5,C
5673532,-6,0
5673532,-7,C
5673532,-8,C
5673532,-9,0
5673532,-10,0
5673532,-11,C
5673532,-12,0
5673532,-13,C
5673532,-14,C
5673532,-15,C
5826660,0,C
5826660,-1,0
5826660,-2,0
5826660,-3,C
5826660,-4,C
5826660,-5,X
5826660,-6,C
5733810,0,C
5733810,-1,0
5733810,-2,0
5733810,-3,0
5733810,-4,X
5733810,-5,C
5733810,-6,0
5733810,-7,C
5733810,-8,C
5733810,-9,X
5733810,-10,X
5733810,-11,0
5733810,-12,0
5733810,-13,X
5733810,-14,0
5733810,-15,4
5733810,-16,0
5733810,-17,0
5733810,-18,C
5733810,-19,0
5733810,-20,C
5733810,-21,0
5733810,-22,5
5733810,-23,C
5837315,0,C
5837315,-1,1
5837315,-2,0
5837315,-3,X
5837315,-4,C
5837315,-5,0
5837315,-6,C
5837315,-7,0
5837315,-8,C
5837315,-9,0
5837315,-10,1
5837315,-11,C
5837315,-12,C
5570266,0,0
5570266,-1,C
5570266,-2,C
5570266,-3,0
5570266,-4,C
5570266,-5,5
5570266,-6,C
5570266,-7,0
5006298,0,X
5006298,-1,C
5006298,-2,C
5006298,-3,C
5006298,-4,0
5006298,-5,0
5006298,-6,C
5006298,-7,0
5006298,-8,C
5006298,-9,0
5006298,-10,0
5006298,-11,C
5006298,-12,C
5006298,-13,X
5006298,-14,C
5006298,-15,0
5006298,-16,X
5006298,-17,C
5006298,-18,0
5006298,-19,0
5006298,-20,X
5006298,-21,X
5006298,-22,0
5996135,0,C
5996135,-1,0
5996135,-2,X
5996135,-3,0
5996135,-4,C
5996135,-5,0
5996135,-6,C
5996135,-7,C
5996135,-8,X
5996135,-9,C
5711524,0,C
5711524,-1,C
5711524,-2,0
5711524,-3,5
5959375,0,X
5959375,-1,C
5959375,-2,0
5959375,-3,0
5959375,-4,C
5959375,-5,0
5959375,-6,0
5959375,-7,4
5959375,-8,C
5959375,-9,0
5959375,-10,0
5959375,-11,C
5959375,-12,C
5959375,-13,X
5959375,-14,C
5959375,-15,0
5959375,-16,C
5055070,0,C
5055070,-1,X
5021219,0,C
5021219,-1,C
5430193,0,0
5430193,-1,C
5430193,-2,C
5430193,-3,0
5430193,-4,0
5430193,-5,0
5992619,0,C
5992619,-1,0
5992619,-2,C
5992619,-3,0
5992619,-4,0
5992619,-5,C
5992619,-6,3
5992619,-7,X
5123551,0,0
5123551,-1,0
5123551,-2,C
5432316,0,4
5432316,-1,C
5432316,-2,0
5432316,-3,0
5432316,-4,1
5432316,-5,0
5432316,-6,0
5432316,-7,0
5432316,-8,0
5432316,-9,C
5432316,-10,0
5432316,-11,X
5432316,-12,0
5432316,-13,X
5432316,-14,0
5432316,-15,X
5432316,-16,C
5432316,-17,X
5432316,-18,C
5432316,-19,1
5432316,-20,5
5432316,-21,C
5432316,-22,C
5432316,-23,0
5274636,0,C
5274636,-1,1
5274636,-2,0
5274636,-3,C
5274636,-4,C
5274636,-5,0
5115138,0,C
5115138,-1,2
5115138,-2,C
5115138,-3,X
5115138,-4,0
5115138,-5,X
5115138,-6,1
5115138,-7,C
5115138,-8,0
5115138,-9,X
5115138,-10,1
5115138,-11,C
5115138,-12,0
5115138,-13,C
5431446,0,0
5431446,-1,5
5431446,-2,0
5431446,-3,1
5431446,-4,0
5431446,-5,0
5092660,0,C
5092660,-1,0
5092660,-2,X
5092660,-3,X
5092660,-4,5
5092660,-5,0
5092660,-6,2
5092660,-7,C
5092660,-8,C
5092660,-9,C
5092660,-10,C
5092660,-11,C
5092660,-12,0
5092660,-13,0
5092660,-14,0
5092660,-15,C
5092660,-16,0
5092660,-17,X
5092660,-18,5
5092660,-19,C
5092660,-20,C
5092660,-21,C
5450102,0,C
5450102,-1,0
5450102,-2,1
5450102,-3,C
5450102,-4,2
5450102,-5,C
5450102,-6,C
5450102,-7,5
5450102,-8,C
5450102,-9,X
5450102,-10,C
5450102,-11,C
5348666,0,X
5348666,-1,0
5348666,-2,C
5348666,-3,0
5348666,-4,0
5348666,-5,C
5348666,-6,X
5348666,-7,X
5344474,0,0
5344474,-1,C
5344474,-2,C
5344474,-3,C
5344474,-4,C
5344474,-5,X
5344474,-6,C
5344474,-7,X
5344474,-8,0
5344474,-9,0
5344474,-10,C
5344474,-11,C
5344474,-12,0
5344474,-13,1
5344474,-14,0
5483615,0,C
5483615,-1,C
5483615,-2,C
5483615,-3,0
5483615,-4,C
5483615,-5,C
5483615,-6,0
5483615,-7,0
5483615,-8,C
5483615,-9,C
5483615,-10,0
5483615,-11,C
5483615,-12,0
5483615,-13,C
5483615,-14,0
5483615,-15,C
5483615,-16,0
5483615,-17,0
5508945,0,C
5508945,-1,C
5508945,-2,C
5508945,-3,C
5508945,-4,0
5508945,-5,C
5508945,-6,0
5508945,-7,0
5508945,-8,0
5508945,-9,C
5508945,-10,C
5508945,-11,X
5508945,-12,0
5508945,-13,X
5508945,-14,1
5508945,-15,0
5508945,-16,0
5508945,-17,C
5508945,-18,X
5508945,-19,0
5508945,-20,C
5508945,-21,0
5481188,0,C
5481188,-1,C
5481188,-2,0
5481188,-3,1
5481188,-4,X
5481188,-5,C
5481188,-6,C
5481188,-7,0
5481188,-8,C
5481188,-9,C
5481188,-10,3
5481188,-11,C
5481188,-12,0
5481188,-13,0
5481188,-14,0
5481188,-15,0
5441451,0,0
5441451,-1,0
5441451,-2,C
5441451,-3,C
5441451,-4,C
5441451,-5,C
5441451,-6,0
5441451,-7,0
5441451,-8,0
5531787,0,C
5531787,-1,C
5531787,-2,0
5531787,-3,C
5531787,-4,0
5531787,-5,X
5531787,-6,C
5531787,-7,0
5531787,-8,0
5531787,-9,C
5531787,-10,0
5531787,-11,0
5531787,-12,0
5531787,-13,0
5531787,-14,0
5531787,-15,0
5531787,-16,C
5531787,-17,1
5531787,-18,C
5531787,-19,0
5531787,-20,0
5556418,0,3
5556418,-1,0
5556418,-2,C
5556418,-3,0
5556418,-4,C
5556418,-5,0
5556418,-6,0
5556418,-7,C
5556418,-8,C
5556418,-9,C
5556418,-10,C
5556418,-11,C
5556418,-12,C
5556418,-13,1
5556418,-14,C
5973423,0,C
5973423,-1,C
5973423,-2,C
5973423,-3,0
5973423,-4,0
5973423,-5,0
5973423,-6,C
5973423,-7,C
5973423,-8,C
5973423,-9,2
5973423,-10,0
5973423,-11,0
5973423,-12,C
5973423,-13,C
5973423,-14,X
5973423,-15,C
5973423,-16,0
5973423,-17,X
5973423,-18,0
5973423,-19,3
5386542,0,X
5386542,-1,0
5386542,-2,0
5386542,-3,0
5386542,-4,C
5386542,-5,C
5386542,-6,0
5386542,-7,0
5386542,-8,C
5386542,-9,0
5025768,0,X
5025768,-1,0
5025768,-2,0
5025768,-3,5
5025768,-4,C
5025768,-5,C
5025768,-6,1
5025768,-7,C
5025768,-8,X
5025768,-9,0
5025768,-10,0
5025768,-11,C
5025768,-12,C
5025768,-13,C
5025768,-14,C
5025768,-15,C
5025768,-16,C
5025768,-17,C
5025768,-18,C
5025768,-19,C
5025768,-20,0
5025768,-21,0
5470128,0,0
5470128,-1,C
5470128,-2,C
5470128,-3,X
5470128,-4,C
5470128,-5,0
5470128,-6,0
5470128,-7,C
5470128,-8,C
5470128,-9,C
5470128,-10,C
5470128,-11,C
5470128,-12,C
5470128,-13,0
5470128,-14,C
5470128,-15,C
5470128,-16,0
5470128,-17,X
5470128,-18,C
5470128,-19,0
5931864,0,C
5931864,-1,0
5931864,-2,C
5931864,-3,0
5931864,-4,0
5931864,-5,C
5931864,-6,0
5931864,-7,X
5931864,-8,C
5931864,-9,C
5931864,-10,C
5488469,0,0
5488469,-1,C
5488469,-2,0
5488469,-3,C
5488469,-4,0
5488469,-5,X
5488469,-6,0
5488469,-7,0
5488469,-8,0
5488469,-9,0
5488469,-10,0
5488469,-11,0
5488469,-12,C
5488469,-13,C
5488469,-14,0
5488469,-15,0
5488469,-16,C
5488469,-17,0
5200614,0,C
5200614,-1,0
5200614,-2,0
5200614,-3,C
5200614,-4,X
5200614,-5,C
5200614,-6,0
5200614,-7,C
5200614,-8,C
5200614,-9,0
5200614,-10,C
5200614,-11,X
5200614,-12,X
5200614,-13,0
5200614,-14,C
5200614,-15,0
5200614,-16,C
5200614,-17,X
5200614,-18,0
5200614,-19,0
5694206,0,0
5694206,-1,C
5694206,-2,0
5694206,-3,C
5694206,-4,0
5969439,0,C
5969439,-1,C
5969439,-2,0
5969439,-3,5
5969439,-4,0
5969439,-5,C
5969439,-6,X
5969439,-7,0
5969439,-8,0
5969439,-9,C
5969439,-10,0
5969439,-11,C
5969439,-12,X
5969439,-13,C
5969439,-14,X
5969439,-15,C
5969439,-16,0
5969439,-17,C
5969439,-18,0
5969439,-19,0
5969439,-20,3
5802841,0,0
5802841,-1,0
5802841,-2,C
5802841,-3,C
5802841,-4,1
5098605,0,5
5303097,0,C
5303097,-1,0
5303097,-2,3
5303097,-3,C
5303097,-4,0
5303097,-5,1
5303097,-6,C
5303097,-7,C
5303097,-8,C
5303097,-9,C
5303097,-10,C
5303097,-11,4
5303097,-12,4
5303097,-13,C
5303097,-14,1
5303097,-15,X
5303097,-16,1
5303097,-17,0
5303097,-18,C
5303097,-19,C
5303097,-20,X
5765403,0,X
5765403,-1,0
5765403,-2,0
5765403,-3,0
5765403,-4,0
5765403,-5,0
5765403,-6,C
5765403,-7,0
5765403,-8,0
5727932,0,0
5727932,-1,C
5519048,0,2
5519048,-1,C
5519048,-2,X
5519048,-3,X
5519048,-4,X
5519048,-5,C
5519048,-6,0
5519048,-7,0
5519048,-8,0
5519048,-9,C
5519048,-10,C
5519048,-11,X
5519048,-12,C
5519048,-13,0
5519048,-14,0
5519048,-15,0
5519048,-16,0
5519048,-17,C
5519048,-18,C
5519048,-19,X
5519048,-20,C
5519048,-21,C
5538356,0,0
5538356,-1,5
5538356,-2,0
5538356,-3,C
5538356,-4,0
5538356,-5,C
5538356,-6,0
5538356,-7,C
5538356,-8,0
5538356,-9,3
5538356,-10,X
5538356,-11,0
5442079,0,C
5442079,-1,0
5442079,-2,0
5442079,-3,C
5442079,-4,X
5442079,-5,0
5442079,-6,0
5442079,-7,0
5442079,-8,C
5442079,-9,1
5442079,-10,0
5442079,-11,C
5442079,-12,3
5421033,0,1
5421033,-1,1
5421033,-2,0
5421033,-3,C
5421033,-4,3
5421033,-5,0
5421033,-6,C
5421033,-7,0
5421033,-8,C
5185498,0,0
5185498,-1,C
5185498,-2,X
5185498,-3,0
5185498,-4,1
5185498,-5,C
5185498,-6,0
5185498,-7,C
5185498,-8,C
5185498,-9,C
5185498,-10,0
5185498,-11,C
5185498,-12,0
5185498,-13,5
5185498,-14,X
5185498,-15,C
5185498,-16,0
5062036,0,C
5062036,-1,0
5062036,-2,C
5062036,-3,0
5062036,-4,C
5062036,-5,C
5062036,-6,0
5026706,0,0
5026706,-1,C
5026706,-2,C
5026706,-3,4
5026706,-4,C
5026706,-5,C
5026706,-6,0
5026706,-7,0
5026706,-8,1
5026706,-9,C
5026706,-10,C
5178228,0,0
5178228,-1,C
5178228,-2,C
5178228,-3,4
5178228,-4,C
5178228,-5,0
5178228,-6,C
5178228,-7,0
5178228,-8,0
5178228,-9,C
5178228,-10,C
5178228,-11,3
5178228,-12,C
5178228,-13,C
5265704,0,C
5265704,-1,0
5265704,-2,C
5265704,-3,X
5198493,0,0
5198493,-1,C
5198493,-2,0
5198493,-3,0
5198493,-4,X
5198493,-5,C
5198493,-6,X
5198493,-7,C
5198493,-8,C
5198493,-9,X
5198493,-10,0
5198493,-11,C
5198493,-12,C
5198493,-13,1
5198493,-14,C
5198493,-15,0
5198493,-16,5
5198493,-17,1
5198493,-18,C
5198493,-19,C
5198493,-20,C
5198493,-21,0
5198493,-22,C
5198493,-23,C
5373298,0,C
5373298,-1,0
5373298,-2,1
5373298,-3,0
5373298,-4,C
5373298,-5,0
5373298,-6,0
5373298,-7,C
5373298,-8,C
5373298,-9,C
5373298,-10,0
5373298,-11,0
5373298,-12,C
5373298,-13,C
5373298,-14,C
5373298,-15,5
5373298,-16,0
5373298,-17,C
5373298,-18,X
5373298,-19,C
5373298,-20,0
5373298,-21,C
5373298,-22,X
5373298,-23,0
5836405,0,0
5836405,-1,1
5836405,-2,C
5836405,-3,0
5836405,-4,C
5836405,-5,C
5836405,-6,C
5836405,-7,0
5836405,-8,1
5160613,0,1
5160613,-1,0
5160613,-2,C
5160613,-3,4
5160613,-4,X
5160613,-5,0
5160613,-6,X
5160613,-7,0
5160613,-8,C
5160613,-9,X
5160613,-10,C
5160613,-11,C
5160613,-12,0
5071972,0,C
5071972,-1,C
5071972,-2,C
5071972,-3,C
5071972,-4,0
5071972,-5,X
5803048,0,C
5803048,-1,0
5803048,-2,0
5803048,-3,C
5803048,-4,X
5803048,-5,0
5803048,-6,X
5803048,-7,0
5045678,0,C
5045678,-1,X
5045678,-2,X
5045678,-3,0
5045678,-4,C
5045678,-5,X
5045678,-6,C
5045678,-7,C
5045678,-8,2
5045678,-9,C
5045678,-10,C
5045678,-11,0
5045678,-12,C
5045678,-13,3
5045678,-14,X
5045678,-15,C
5045678,-16,0
5045678,-17,X
5045678,-18,C
5599914,0,C
5599914,-1,C
5599914,-2,C
5599914,-3,X
5599914,-4,0
5599914,-5,0
5599914,-6,C
5599914,-7,C
5599914,-8,0
5599914,-9,X
5599914,-10,0
5599914,-11,C
5599914,-12,0
5599914,-13,C
5599914,-14,C
5599914,-15,C
5599914,-16,C
5599914,-17,X
5599914,-18,C
5599914,-19,0
5352277,0,1
5352277,-1,C
5352277,-2,0
5352277,-3,0
5352277,-4,C
5352277,-5,C
5458903,0,C
5458903,-1,0
5458903,-2,X
5458903,-3,1
5458903,-4,0
5458903,-5,0
5458903,-6,C
5777379,0,0
5777379,-1,0
5777379,-2,1
5777379,-3,0
5777379,-4,0
5777379,-5,C
5777379,-6,C
5777379,-7,C
5777379,-8,C
5777379,-9,C
5777379,-10,0
5777379,-11,C
5777379,-12,0
5777379,-13,C
5777379,-14,1
5777379,-15,2
5841962,0,C
5841962,-1,0
5841962,-2,0
5841962,-3,0
5841962,-4,0
5841962,-5,X
5488708,0,2
5488708,-1,X
5488708,-2,5
5488708,-3,C
5488708,-4,C
5488708,-5,X
5488708,-6,C
5488708,-7,0
5488708,-8,0
5360635,0,0
5360635,-1,5
5360635,-2,C
5360635,-3,1
5360635,-4,C
5360635,-5,C
5360635,-6,X
5360635,-7,4
5360635,-8,C
5360635,-9,C
5360635,-10,0
5360635,-11,5
5360635,-12,3
5360635,-13,C
5360635,-14,C
5360635,-15,0
5360635,-16,X
5360635,-17,0
5360635,-18,C
5360635,-19,C
5360635,-20,C
5360635,-21,1
5360635,-22,C
5384368,0,1
5384368,-1,0
5384368,-2,X
5384368,-3,0
5384368,-4,C
5384368,-5,0
5384368,-6,C
5384368,-7,1
5384368,-8,0
5384368,-9,C
5384368,-10,0
5384368,-11,0
5384368,-12,X
5194702,0,1
5194702,-1,0
5194702,-2,C
5194702,-3,0
5194702,-4,C
5194702,-5,0
5194702,-6,1
5194702,-7,C
5194702,-8,C
5194702,-9,C
5194702,-10,0
5194702,-11,C
5186262,0,C
5743971,0,C
5743971,-1,0
5743971,-2,C
5743971,-3,C
5743971,-4,0
5743971,-5,1
5743971,-6,C
5743971,-7,C
5743971,-8,C
5743971,-9,0
5743971,-10,0
5743971,-11,X
5743971,-12,0
5743971,-13,0
5743971,-14,X
5743971,-15,0
5743971,-16,C
5743971,-17,C
5743971,-18,C
5743971,-19,0
5743971,-20,0
5743971,-21,X
5743971,-22,C
5768294,0,2
5768294,-1,X
5768294,-2,C
5768294,-3,C
5768294,-4,C
5768294,-5,1
5768294,-6,C
5768294,-7,0
5768294,-8,C
5768294,-9,0
5768294,-10,0
5394960,0,0
5394960,-1,C
5394960,-2,C
5394960,-3,C
5394960,-4,0
5573357,0,0
5573357,-1,0
5573357,-2,0
5573357,-3,C
5573357,-4,0
5573357,-5,0
5573357,-6,C
5573357,-7,0
5573357,-8,C
5573357,-9,1
5573357,-10,C
5573357,-11,0
5573357,-12,4
5573357,-13,C
5573357,-14,C
5928829,0,0
5928829,-1,2
5928829,-2,2
5928829,-3,X
5928829,-4,0
5852651,0,1
5852651,-1,0
5852651,-2,C
5852651,-3,C
5852651,-4,C
5852651,-5,0
5852651,-6,C
5852651,-7,1
5736362,0,C
5736362,-1,0
5736362,-2,1
5736362,-3,0
5736362,-4,1
5736362,-5,C
5736362,-6,C
5736362,-7,C
5736362,-8,0
5736362,-9,4
5736362,-10,C
5736362,-11,0
5736362,-12,0
5736362,-13,X
5736362,-14,1
5736362,-15,C
5736362,-16,C
5736362,-17,C
5736362,-18,4
5736362,-19,C
5736362,-20,0
5736362,-21,0
5723092,0,C
5723092,-1,0
5723092,-2,5
5723092,-3,C
5723092,-4,C
5723092,-5,C
5723092,-6,0
5723092,-7,1
5723092,-8,0
5723092,-9,X
5723092,-10,0
5723092,-11,C
5723092,-12,C
5723092,-13,0
5723092,-14,C
5723092,-15,C
5723092,-16,0
5496375,0,0
5496375,-1,1
5189080,0,C
5189080,-1,C
5189080,-2,C
5189080,-3,0
5189080,-4,C
5189080,-5,C
5189080,-6,X
5189080,-7,X
5189080,-8,C
5189080,-9,0
5189080,-10,0
5189080,-11,0
5189080,-12,C
5829338,0,0
5829338,-1,C
5829338,-2,C
5829338,-3,C
5829338,-4,C
5829338,-5,5
5829338,-6,4
5829338,-7,0
5829338,-8,0
5829338,-9,0
5829338,-10,C
5829338,-11,C
5414038,0,X
5414038,-1,0
5414038,-2,X
5414038,-3,0
5414038,-4,0
5414038,-5,C
5414038,-6,C
5414038,-7,0
5414038,-8,C
5414038,-9,C
5414038,-10,0
5414038,-11,C
5773849,0,C
5773849,-1,C
5773849,-2,C
5773849,-3,C
5773849,-4,0
5773849,-5,C
5773849,-6,X
5773849,-7,C
5773849,-8,X
5773849,-9,0
5773849,-10,X
5773849,-11,0
5773849,-12,3
5773849,-13,0
5773849,-14,C
5773849,-15,X
5773849,-16,0
5773849,-17,0
5773849,-18,0
5773849,-19,0
5773849,-20,C
5773849,-21,0
5773849,-22,0
5773849,-23,C
5199527,0,0
5199527,-1,1
5199527,-2,5
5199527,-3,0
5199527,-4,0
5532186,0,C
5532186,-1,C
5532186,-2,0
5532186,-3,X
5532186,-4,0
5532186,-5,C
5532186,-6,0
5532186,-7,C
5532186,-8,X
5532186,-9,0
5532186,-10,C
5532186,-11,C
5532186,-12,0
5532186,-13,C
5532186,-14,0
5532186,-15,1
5532186,-16,C
5532186,-17,3
5532186,-18,0
5532186,-19,C
5532186,-20,1
5532186,-21,C
5532186,-22,C
5920813,0,0
5920813,-1,0
5920813,-2,X
5920813,-3,C
5920813,-4,0
5920813,-5,X
5920813,-6,X
5920813,-7,1
5920813,-8,C
5920813,-9,C
5920813,-10,0
5920813,-11,0
5920813,-12,C
5920813,-13,C
5920813,-14,0
5920813,-15,0
5920813,-16,C
5935025,0,X
5514449,0,X
5514449,-1,0
5941565,0,0
5941565,-1,X
5941565,-2,C
5941565,-3,X
5941565,-4,0
5941565,-5,C
5941565,-6,0
5941565,-7,C
5941565,-8,X
5941565,-9,C
5941565,-10,0
5941565,-11,C
5158992,0,0
5158992,-1,0
5158992,-2,X
5158992,-3,C
5158992,-4,C
5995278,0,X
5995278,-1,0
5995278,-2,0
5995278,-3,0
5995278,-4,0
5995278,-5,0
5995278,-6,0
5995278,-7,C
5995278,-8,5
5995278,-9,0
5995278,-10,0
5995278,-11,4
5995278,-12,0
5995278,-13,X
5995278,-14,C
5995278,-15,0
5995278,-16,X
5995278,-17,C
5995278,-18,X
5995278,-19,C
5995278,-20,X
5995278,-21,C
5995278,-22,C
5607356,0,C
5607356,-1,5
5607356,-2,0
5607356,-3,0
5607356,-4,0
5607356,-5,X
5607356,-6,0
5607356,-7,0
5607356,-8,C
5607356,-9,C
5607356,-10,X
5607356,-11,C
5607356,-12,0
5607356,-13,0
5607356,-14,3
5607356,-15,C
5607356,-16,1
5607356,-17,0
5607356,-18,C
5607356,-19,0
5607356,-20,X
5567223,0,0
5567223,-1,X
5567223,-2,C
5567223,-3,0
5567223,-4,C
5924644,0,0
5924644,-1,0
5924644,-2,X
5924644,-3,C
5924644,-4,C
5924644,-5,0
5924644,-6,X
5924644,-7,0
5924644,-8,X
5924644,-9,0
5120646,0,C
5120646,-1,0
5120646,-2,C
5120646,-3,X
5120646,-4,C
5120646,-5,C
5120646,-6,0
5120646,-7,0
5120646,-8,0
5120646,-9,C
5120646,-10,C
5120646,-11,0
5120646,-12,C
5120646,-13,0
5120646,-14,0
5120646,-15,0
5120646,-16,0
5120646,-17,1
5120646,-18,C
5120646,-19,C
5098150,0,C
5098150,-1,C
5098150,-2,0
5098150,-3,0
5098150,-4,C
5098150,-5,C
5098150,-6,0
5098150,-7,0
5098150,-8,X
5098150,-9,C
5098150,-10,C
5098150,-11,2
5098150,-12,C
5098150,-13,1
5098150,-14,3
5098150,-15,C
5098150,-16,C
5098150,-17,0
5098150,-18,0
5098150,-19,C
5098150,-20,0
5098150,-21,C
5740315,0,X
5740315,-1,C
5795486,0,0
5795486,-1,X
5795486,-2,0
5795486,-3,C
5795486,-4,0
5795486,-5,C
5795486,-6,1
5795486,-7,0
5795486,-8,0
5638308,0,C
5638308,-1,C
5638308,-2,1
5638308,-3,0
5638308,-4,3
5638308,-5,0
5638308,-6,C
5638308,-7,0
5638308,-8,C
5638308,-9,C
5638308,-10,0
5638308,-11,0
5638308,-12,C
5638308,-13,C
5638308,-14,X
5638308,-15,C
5638308,-16,C
5859618,0,0
5859618,-1,C
5859618,-2,C
5859618,-3,C
5859618,-4,C
5859618,-5,C
5859618,-6,0
5859618,-7,C
5030320,0,C
5030320,-1,C
5030320,-2,C
5030320,-3,0
5030320,-4,4
5030320,-5,C
5030320,-6,C
5030320,-7,0
5030320,-8,0
5030320,-9,C
5030320,-10,X
5030320,-11,C
5030320,-12,0
5030320,-13,0
5030320,-14,C
5030320,-15,0
5030320,-16,0
5030320,-17,0
5030320,-18,C
5030320,-19,X
5030320,-20,4
5030320,-21,0
5622549,0,1
5622549,-1,C
5622549,-2,0
5622549,-3,X
5622549,-4,0
5622549,-5,0
5027963,0,X
5027963,-1,C
5027963,-2,X
5027963,-3,0
5027963,-4,3
5027963,-5,0
5027963,-6,X
5027963,-7,1
5027963,-8,0
5027963,-9,C
5027963,-10,X
5027963,-11,0
5027963,-12,0
5027963,-13,0
5027963,-14,0
5027963,-15,C
5027963,-16,X
5027963,-17,0
5027963,-18,C
5027963,-19,0
5027963,-20,1
5896187,0,0
5896187,-1,0
5896187,-2,1
5896187,-3,C
5896187,-4,C
5896187,-5,C
5896187,-6,C
5896187,-7,C
5896187,-8,C
5896187,-9,X
5896187,-10,C
5896187,-11,X
5896187,-12,C
5896187,-13,0
5896187,-14,0
5896187,-15,0
5896187,-16,C
5896187,-17,0
5896187,-18,C
5896187,-19,C
5528532,0,C
5528532,-1,X
5528532,-2,5
5528532,-3,C
5528532,-4,0
5528532,-5,0
5528532,-6,0
5528532,-7,0
5528532,-8,0
5528532,-9,0
5528532,-10,0
5528532,-11,C
5528532,-12,C
5528532,-13,C
5528532,-14,C
5528532,-15,C
5528532,-16,C
5528532,-17,0
5528532,-18,0
5091197,0,C
5091197,-1,X
5091197,-2,C
5091197,-3,X
5091197,-4,C
5091197,-5,0
5091197,-6,0
5091197,-7,0
5091197,-8,C
5091197,-9,C
5091197,-10,0
5091197,-11,C
5091197,-12,C
5644427,0,0
5644427,-1,X
5644427,-2,X
5644427,-3,C
5644427,-4,X
5644427,-5,X
5644427,-6,C
5644427,-7,C
5644427,-8,0
5644427,-9,C
5644427,-10,0
5644427,-11,0
5644427,-12,C
5644427,-13,C
5361512,0,0
5361512,-1,C
5361512,-2,0
5361512,-3,1
5361512,-4,0
5361512,-5,C
5361512,-6,C
5361512,-7,C
5361512,-8,C
5361512,-9,C
5361512,-10,1
5361512,-11,C
5361512,-12,0
5361512,-13,C
5361512,-14,C
5361512,-15,C
5361512,-16,X
5361512,-17,C
5361512,-18,1
5361512,-19,C
5705985,0,C
5705985,-1,C
5705985,-2,5
5705985,-3,2
5705985,-4,1
5705985,-5,1
5705985,-6,C
5705985,-7,0
5705985,-8,0
5705985,-9,1
5705985,-10,C
5705985,-11,0
5705985,-12,0
5705985,-13,C
